date,style,schedule,color,m3_size,doc_no,qty,log_user,status,m3_mo_no,m3_op_code,job_no,mod_no,shift,m3_op_des
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELBOTTOM          ",XL,57,154,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534163,"69-NAVY-TARTANBOTTOM          ",L,358,100,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",XS,142,82,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534163,"69-NAVY-TARTANBOTTOM          ",XL,357,50,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",S,140,222,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534163,"69-NAVY-TARTANTOP             ",XS,374,100,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",M,138,228,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534163,"69-NAVY-TARTANTOP             ",S,373,150,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",L,136,154,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534163,"69-NAVY-TARTANTOP             ",M,372,200,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",XL,134,148,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534163,"69-NAVY-TARTANTOP             ",L,371,100,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534163,"69-NAVY-TARTANTOP             ",XL,370,50,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534145,"01-OFFWHITE-TARTANBOTTOM      ",S,394,24,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534145,"01-OFFWHITE-TARTANBOTTOM      ",M,389,108,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534145,"01-OFFWHITE-TARTANBOTTOM      ",L,386,54,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534145,"01-OFFWHITE-TARTANBOTTOM      ",XL,383,27,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534145,"01-OFFWHITE-TARTANTOP         ",S,411,24,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534145,"01-OFFWHITE-TARTANTOP         ",M,410,108,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534145,"01-OFFWHITE-TARTANTOP         ",L,409,54,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534145,"01-OFFWHITE-TARTANTOP         ",XL,408,27,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELBOTTOM          ",XS,61,88,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELBOTTOM          ",S,60,222,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELBOTTOM          ",M,59,228,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELBOTTOM          ",L,58,154,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELBOTTOM          ",XL,57,154,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",XS,142,82,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",S,140,222,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",M,138,228,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",L,136,154,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",XL,134,148,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-15,"JJP316F8       ",520178,"01-OFFWHITE-TARTANBOTTOM      ",S,44,300,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,7,7,G,"Sewing out - 130"
2018-07-15,"JJP316F8       ",520178,"01-OFFWHITE-TARTANBOTTOM      ",S,45,300,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,7,7,G,"Sewing out - 130"
2018-07-15,"JJP327F8       ",532866,"10-PINK-ROSECLAIRBOTTOM       ",XS,11,72,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,10,G,"Sewing out - 130"
2018-07-15,"JJP327F8       ",532866,"10-PINK-ROSECLAIRBOTTOM       ",2XL,10,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,10,G,"Sewing out - 130"
2018-07-15,"JJP327F8       ",532866,"10-PINK-ROSECLAIRBOTTOM       ",3XL,9,132,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,10,G,"Sewing out - 130"
2018-07-15,"JJP327F8       ",532866,"10-PINK-ROSECLAIRTOP          ",XS,120,72,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,10,G,"Sewing out - 130"
2018-07-15,"JJP327F8       ",532866,"10-PINK-ROSECLAIRTOP          ",2XL,119,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,10,G,"Sewing out - 130"
2018-07-15,"JJP327F8       ",532866,"10-PINK-ROSECLAIRTOP          ",3XL,114,132,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,10,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534152,"01-OFFWHITE-TARTANBOTTOM      ",M,354,24,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534152,"01-OFFWHITE-TARTANBOTTOM      ",L,353,12,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534152,"01-OFFWHITE-TARTANBOTTOM      ",XL,352,12,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534152,"01-OFFWHITE-TARTANTOP         ",M,474,24,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534152,"01-OFFWHITE-TARTANTOP         ",L,473,12,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-15,"JOS316F8       ",534152,"01-OFFWHITE-TARTANTOP         ",XL,472,12,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,5,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528105,"15-RED-FLANNELBOTTOM          ",L,83,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528105,"15-RED-FLANNELBOTTOM          ",XL,82,60,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528105,"15-RED-FLANNELTOP             ",L,137,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528105,"15-RED-FLANNELTOP             ",XL,135,60,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528106,"15-RED-FLANNELBOTTOM          ",XL,241,60,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528106,"15-RED-FLANNELTOP             ",XL,329,60,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528108,"15-RED-FLANNELBOTTOM          ",XL,477,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528108,"15-RED-FLANNELTOP             ",XL,481,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528111,"69-NAVY-FLANNELBOTTOM         ",XL,185,36,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528111,"69-NAVY-FLANNELTOP            ",XL,230,36,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRBOTTOM       ",2XL,324,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRBOTTOM       ",3XL,322,90,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRTOP          ",2XL,312,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRTOP          ",3XL,310,90,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528108,"15-RED-FLANNELBOTTOM          ",L,478,180,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528108,"15-RED-FLANNELTOP             ",L,482,180,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528087,"15-RED-FLANNELBOTTOM          ",S,158,66,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528087,"15-RED-FLANNELBOTTOM          ",M,153,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528087,"15-RED-FLANNELBOTTOM          ",L,148,5,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528087,"15-RED-FLANNELTOP             ",S,254,66,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528087,"15-RED-FLANNELTOP             ",M,252,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528087,"15-RED-FLANNELTOP             ",L,247,5,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JOS174F8       ",528027,"15-RED-FLANNELBOTTOM          ",XS,61,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",XS,142,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528099,"69-NAVY-FLANNELBOTTOM         ",S,133,144,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,19,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528099,"69-NAVY-FLANNELBOTTOM         ",M,132,18,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,19,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528099,"69-NAVY-FLANNELTOP            ",S,192,144,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,19,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528099,"69-NAVY-FLANNELTOP            ",M,191,18,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,19,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528112,"69-NAVY-FLANNELBOTTOM         ",L,52,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528112,"69-NAVY-FLANNELBOTTOM         ",XL,50,72,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528112,"69-NAVY-FLANNELTOP            ",L,127,78,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528112,"69-NAVY-FLANNELTOP            ",XL,126,72,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528105,"15-RED-FLANNELBOTTOM          ",L,83,18,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528105,"15-RED-FLANNELTOP             ",L,137,18,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528106,"15-RED-FLANNELBOTTOM          ",L,242,84,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528106,"15-RED-FLANNELTOP             ",L,330,84,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528113,"69-NAVY-FLANNELBOTTOM         ",XL,301,48,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528113,"69-NAVY-FLANNELTOP            ",XL,333,48,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528108,"15-RED-FLANNELBOTTOM          ",XL,477,12,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528108,"15-RED-FLANNELTOP             ",XL,481,12,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,29,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528114,"69-NAVY-FLANNELBOTTOM         ",XL,49,60,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528114,"69-NAVY-FLANNELTOP            ",XL,168,60,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528110,"69-NAVY-FLANNELBOTTOM         ",XL,366,36,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528110,"69-NAVY-FLANNELTOP            ",XL,375,36,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528111,"69-NAVY-FLANNELBOTTOM         ",L,186,18,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528111,"69-NAVY-FLANNELTOP            ",L,235,18,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,33,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532868,"08-DARKGREY-ROSECLAIRBOTTOM   ",XL,417,36,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,2,16,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532868,"08-DARKGREY-ROSECLAIRTOP      ",XL,422,36,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,2,16,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532863,"08-DARKGREY-ROSECLAIRBOTTOM   ",XS,181,3,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,10,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532863,"08-DARKGREY-ROSECLAIRTOP      ",XS,216,3,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,10,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRBOTTOM       ",XS,325,66,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRBOTTOM       ",2XL,324,147,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRBOTTOM       ",3XL,322,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRTOP          ",XS,314,66,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRTOP          ",2XL,312,147,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532872,"10-PINK-ROSECLAIRTOP          ",3XL,310,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,25,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532919,"08-DARKGREY-ROSECLAIRBOTTOM   ",M,349,126,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,13,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532919,"08-DARKGREY-ROSECLAIRBOTTOM   ",L,345,27,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,13,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532919,"08-DARKGREY-ROSECLAIRTOP      ",M,364,126,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,13,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",532919,"08-DARKGREY-ROSECLAIRTOP      ",L,363,27,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,13,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",533198,"10-PINK-ROSECLAIRBOTTOM       ",L,6,144,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,1,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",533198,"10-PINK-ROSECLAIRBOTTOM       ",XL,1,30,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,1,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",533198,"10-PINK-ROSECLAIRTOP          ",L,194,144,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,1,G,"Sewing out - 130"
2018-07-16,"JJP327F8       ",533198,"10-PINK-ROSECLAIRTOP          ",XL,193,30,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,1,G,"Sewing out - 130"
2018-07-16,"JOS316F8       ",534163,"69-NAVY-TARTANBOTTOM          ",XL,357,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-16,"JOS316F8       ",534163,"69-NAVY-TARTANTOP             ",XL,370,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,7,G,"Sewing out - 130"
2018-07-16,"JJP316F8       ",520178,"01-OFFWHITE-TARTANBOTTOM      ",XL,30,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,2,5,G,"Sewing out - 130"
2018-07-16,"JJP316F8       ",520178,"01-OFFWHITE-TARTANTOP         ",XL,94,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,2,5,G,"Sewing out - 130"
2018-07-16,"JJP316F8       ",520178,"01-OFFWHITE-TARTANBOTTOM      ",M,42,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,4,5,G,"Sewing out - 130"
2018-07-16,"JJP316F8       ",520178,"01-OFFWHITE-TARTANTOP         ",M,105,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,4,5,G,"Sewing out - 130"
2018-07-16,"JJP316F8       ",527964,"01-OFFWHITE-TARTANBOTTOM      ",M,255,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,31,G,"Sewing out - 130"
2018-07-16,"JJP316F8       ",527964,"01-OFFWHITE-TARTANBOTTOM      ",L,253,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,31,G,"Sewing out - 130"
2018-07-16,"JJP316F8       ",527964,"01-OFFWHITE-TARTANTOP         ",M,339,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,31,G,"Sewing out - 130"
2018-07-16,"JJP316F8       ",527964,"01-OFFWHITE-TARTANTOP         ",L,337,6,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,31,G,"Sewing out - 130"
2018-07-16,"JOS174F8       ",528027,"15-RED-FLANNELBOTTOM          ",XS,61,66,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JOS174F8       ",528027,"15-RED-FLANNELTOP             ",XS,142,66,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528087,"15-RED-FLANNELBOTTOM          ",S,158,24,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528087,"15-RED-FLANNELTOP             ",S,254,24,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,3,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528099,"69-NAVY-FLANNELBOTTOM         ",S,133,12,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,19,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528099,"69-NAVY-FLANNELBOTTOM         ",M,132,252,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,19,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528099,"69-NAVY-FLANNELTOP            ",S,192,12,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,19,G,"Sewing out - 130"
2018-07-16,"JJP174F8       ",528099,"69-NAVY-FLANNELTOP            ",M,191,252,beksfcs@BEK-SFCS-APPSRV.BRANDIXLK.ORG,0,,130,1,19,G,"Sewing out - 130"
